,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score
72,1881 Sacramento,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['1881 Sacramento', 'American Amber / Red Ale', '5.60 %']",0.49385565519332886,0.5061443448066711
73,Double Dragon Imperial Red Ale,Ruhstaller,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Ruhstaller', 'American Amber / Red Ale', '5.60 %']",0.9658126309514046,0.03418736904859543
74,1881 Sacramento,Ruhstaller,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['1881 Sacramento', 'Ruhstaller', 'American Amber / Red Ale', '5.60 %']",0.4231349229812622,0.5768650770187378
75,Red,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Red'],0.735340803861618,0.26465919613838196
76,Double Dragon Imperial Red Ale,Firehouse Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Firehouse Brewing Co. .'],0.9823635835200548,0.017636416479945183
77,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9817909225821495,0.018209077417850494
78,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['4.10 %'],0.9499462693929672,0.050053730607032776
79,Red,Firehouse Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Red', 'Firehouse Brewing Co. .']",0.7429393231868744,0.2570606768131256
80,Red,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Red', 'American Amber / Red Ale']",0.7315623760223389,0.26843762397766113
81,Red,Phillips Brewing Company,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Red', '4.10 %']",0.4032486081123352,0.5967513918876648
82,Double Dragon Imperial Red Ale,Firehouse Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['Firehouse Brewing Co. .', 'American Amber / Red Ale']",0.9823635909706354,0.017636409029364586
83,Double Dragon Imperial Red Ale,Firehouse Brewing Co. .,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['Firehouse Brewing Co. .', '4.10 %']",0.951483715325594,0.04851628467440605
84,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '4.10 %']",0.9499462693929672,0.050053730607032776
85,Red,Firehouse Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['Red', 'Firehouse Brewing Co. .', 'American Amber / Red Ale']",0.7429393231868744,0.2570606768131256
86,Red,Firehouse Brewing Co. .,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['Red', 'Firehouse Brewing Co. .', '4.10 %']",0.41919803619384766,0.5808019638061523
87,Red,Phillips Brewing Company,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['Red', 'American Amber / Red Ale', '4.10 %']",0.4032486081123352,0.5967513918876648
88,Double Dragon Imperial Red Ale,Firehouse Brewing Co. .,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Firehouse Brewing Co. .', 'American Amber / Red Ale', '4.10 %']",0.951483704149723,0.04851629585027695
89,Red,Firehouse Brewing Co. .,American Amber / Red Ale,4.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Red', 'Firehouse Brewing Co. .', 'American Amber / Red Ale', '4.10 %']",0.41919803619384766,0.5808019638061523
90,Knuckleball,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Knuckleball'],0.6537325382232666,0.3462674617767334
91,Double Dragon Imperial Red Ale,Happy Valley Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Happy Valley Brewing Company'],0.982729259878397,0.017270740121603012
92,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9817909225821495,0.018209077417850494
93,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['5.10 %'],0.9469057470560074,0.053094252943992615
94,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Knuckleball', 'Happy Valley Brewing Company']",0.6726093590259552,0.3273906409740448
95,Knuckleball,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Knuckleball', 'American Amber / Red Ale']",0.6537324786186218,0.3462675213813782
96,Knuckleball,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Knuckleball', '5.10 %']",0.30578869581222534,0.6942113041877747
97,Double Dragon Imperial Red Ale,Happy Valley Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['Happy Valley Brewing Company', 'American Amber / Red Ale']",0.982729259878397,0.017270740121603012
98,Double Dragon Imperial Red Ale,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['Happy Valley Brewing Company', '5.10 %']",0.9495888501405716,0.050411149859428406
99,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '5.10 %']",0.9469057470560074,0.053094252943992615
100,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['Knuckleball', 'Happy Valley Brewing Company', 'American Amber / Red Ale']",0.6726093590259552,0.3273906409740448
101,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['Knuckleball', 'Happy Valley Brewing Company', '5.10 %']",0.32520097494125366,0.6747990250587463
102,Knuckleball,Phillips Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['Knuckleball', 'American Amber / Red Ale', '5.10 %']",0.30578869581222534,0.6942113041877747
103,Double Dragon Imperial Red Ale,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Happy Valley Brewing Company', 'American Amber / Red Ale', '5.10 %']",0.9495888501405716,0.050411149859428406
104,Knuckleball,Happy Valley Brewing Company,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Knuckleball', 'Happy Valley Brewing Company', 'American Amber / Red Ale', '5.10 %']",0.3208615183830261,0.6791384816169739
105,Hospitali-Tea,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Hospitali-Tea'],0.6207483410835266,0.3792516589164734
106,Double Dragon Imperial Red Ale,The Unknown Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['The Unknown Brewing Co. .'],0.9819180089980364,0.018081991001963615
107,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9816338289529085,0.018366171047091484
108,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['5.60 %'],0.9731968082487583,0.026803191751241684
109,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Hospitali-Tea', 'The Unknown Brewing Co. .']",0.6348226368427277,0.36517736315727234
110,Hospitali-Tea,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Hospitali-Tea', 'American Amber / Red Ale']",0.6207483410835266,0.3792516589164734
111,Hospitali-Tea,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Hospitali-Tea', '5.60 %']",0.5260431468486786,0.4739568531513214
112,Double Dragon Imperial Red Ale,The Unknown Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Phillips Brewing Company', 'American Amber / Red Ale']","['The Unknown Brewing Co. .', 'American Amber / Red Ale']",0.9819180015474558,0.018081998452544212
113,Double Dragon Imperial Red Ale,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Phillips Brewing Company', '8.20 %']","['The Unknown Brewing Co. .', '5.60 %']",0.9736084900796413,0.026391509920358658
114,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.20 %']","['American Amber / Red Ale', '5.60 %']",0.9731968082487583,0.026803191751241684
115,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale']","['Hospitali-Tea', 'The Unknown Brewing Co. .', 'American Amber / Red Ale']",0.6348226070404053,0.3651773929595947
116,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', '8.20 %']","['Hospitali-Tea', 'The Unknown Brewing Co. .', '5.60 %']",0.5412991642951965,0.45870083570480347
117,Hospitali-Tea,Phillips Brewing Company,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale', '8.20 %']","['Hospitali-Tea', 'American Amber / Red Ale', '5.60 %']",0.5260431468486786,0.4739568531513214
118,Double Dragon Imperial Red Ale,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['The Unknown Brewing Co. .', 'American Amber / Red Ale', '5.60 %']",0.9736084844917059,0.026391515508294106
119,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,5.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company', 'American Amber / Red Ale', '8.20 %']","['Hospitali-Tea', 'The Unknown Brewing Co. .', 'American Amber / Red Ale', '5.60 %']",0.5412991940975189,0.4587008059024811
120,Hoppopotamus,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Double Dragon Imperial Red Ale'],['Hoppopotamus'],0.6677613258361816,0.33223867416381836
121,Double Dragon Imperial Red Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Brew_Factory_Name',)",['Phillips Brewing Company'],['Iron Hill Brewery & Restaurant'],0.9821098614484072,0.017890138551592827
122,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9816338289529085,0.018366171047091484
123,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,7.90 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_ABV',)",['8.20 %'],['7.90 %'],0.9700899887830019,0.0299100112169981
124,Hoppopotamus,Iron Hill Brewery & Restaurant,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Double Dragon Imperial Red Ale', 'Phillips Brewing Company']","['Hoppopotamus', 'Iron Hill Brewery & Restaurant']",0.6823738217353821,0.3176261782646179
125,Hoppopotamus,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Double Dragon Imperial Red Ale', 'American Amber / Red Ale']","['Hoppopotamus', 'American Amber / Red Ale']",0.6677613258361816,0.33223867416381836
126,Hoppopotamus,Phillips Brewing Company,American Amber / Red Ale,7.90 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Double Dragon Imperial Red Ale', '8.20 %']","['Hoppopotamus', '7.90 %']",0.5180472731590271,0.4819527268409729
