,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
412,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"stabilitã $ t von talk , forsterit und enstatit im feld und experiment ( unpublished ) e guggenbuehl","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['stabilitã $ t von talk , forsterit und enstatit im feld und experiment ( unpublished ) e guggenbuehl']",0.09938514232635498,0.900614857673645,2
431,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andj . c. freytag . quality-driven integration of heterogenous information sources proceedings of internation conference on vldbâ ?? 99 ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['andj . c. freytag . quality-driven integration of heterogenous information sources proceedings of internation conference on vldbâ ?? 99 ,', nan]",0.0701245665550232,0.9298754334449768,2
460,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"strã ¶ mungsfelder und radialkrã $ fte in labyrinthdichtungen hydraulischer strã ¶ mungsmaschinen phd diss ( -- ) . zurich , switzerland ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['strã ¶ mungsfelder und radialkrã $ fte in labyrinthdichtungen hydraulischer strã ¶ mungsmaschinen phd diss ( -- ) . zurich , switzerland ,']",0.06962180137634277,0.9303781986236572,2
350,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,', nan]",0.0591389536857605,0.9408610463142395,2
348,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,']",0.0591389536857605,0.9408610463142395,2
289,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm', nan]",0.13655483722686768,0.8634451627731323,2
288,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm']",0.07821273803710938,0.9217872619628906,2
721,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung', nan]",0.07215547561645508,0.9278445243835449,2
283,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee', nan]",0.06610125303268433,0.9338987469673157,2
282,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee', nan]",0.06610125303268433,0.9338987469673157,2
281,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee', nan]",0.1010667085647583,0.8989332914352417,2
280,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of d dee']",0.06789165735244751,0.9321083426475525,2
722,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung,"m tresch , mh scholl , ibmar center , ca san jose","i. chemische berichte ,",,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung', 'i. chemische berichte ,']",0.06568992137908936,0.9343100786209106,2
275,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,chemische reaktionstechnikâ ?? lehrbuch der technischen chemie,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['chemische reaktionstechnikâ ?? lehrbuch der technischen chemie', nan]",0.34429794549942017,0.6557020545005798,2
274,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,chemische reaktionstechnikâ ?? lehrbuch der technischen chemie,"m tresch , mh scholl , ibmar center , ca san jose","auflage , band",,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['chemische reaktionstechnikâ ?? lehrbuch der technischen chemie', 'auflage , band']",0.13133865594863892,0.8686613440513611,2
273,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,chemische reaktionstechnikâ ?? lehrbuch der technischen chemie,"m baerns , h hofmann , a renken",,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['chemische reaktionstechnikâ ?? lehrbuch der technischen chemie', 'm baerns , h hofmann , a renken']",0.05126762390136719,0.9487323760986328,2
272,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,chemische reaktionstechnikâ ?? lehrbuch der technischen chemie,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['chemische reaktionstechnikâ ?? lehrbuch der technischen chemie'],0.34429794549942017,0.6557020545005798,2
290,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['optimierung eines konnektionistischen graphmatchers zum inhaltsbasierten retrieval medizinischer c lappe , b fischer , c thies , mo guld , m kohnen , tm', nan]",0.07821273803710938,0.9217872619628906,2
723,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['ã?ber eine neue darstellungsweise fã 1/4 r substituierte indole w madelung', nan]",0.059640347957611084,0.9403596520423889,2
266,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert', nan]",0.04628121852874756,0.9537187814712524,2
265,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert', nan]",0.03759872913360596,0.962401270866394,2
264,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['petrinetzeâ ?? ein anschaulicher formalismus der nebenlaeufigkeit ( teil 1 ) ( petri netsâ ?? an intuitive p niebert'],0.04957306385040283,0.9504269361495972,2
